Date,Value
2014-10-02,22395.0
2014-10-03,22434.0
2014-10-04,22477.0
2014-10-05,22517.0
2014-10-06,22559.0
2014-10-07,22602.0
2014-10-08,22645.0
2014-10-09,22685.0
2014-10-10,22728.0
2014-10-11,22762.0
2014-10-12,22801.0
2014-10-13,22844.0
2014-10-14,22890.0
2014-10-15,22932.0
2014-10-16,22972.0
2014-10-17,23010.0
2014-10-18,23047.0
2014-10-19,23085.0
2014-10-20,23127.0
2014-10-21,23171.0
2014-10-22,23214.0
2014-10-23,23257.0
2014-10-24,23300.0
2014-10-25,23340.0
2014-10-26,23377.0
2014-10-27,23422.0
2014-10-28,23470.0
2014-10-29,23516.0
2014-10-30,23564.0
2014-10-31,23611.0
2014-11-01,23649.0
2014-11-02,23694.0
2014-11-03,23740.0
2014-11-04,23787.0
2014-11-05,23833.0
2014-11-06,23880.0
2014-11-07,23930.0
2014-11-08,23971.0
2014-11-09,24015.0
2014-11-10,24062.0
2014-11-11,24108.0
2014-11-12,24157.0
2014-11-13,24212.0
2014-11-14,24261.0
2014-11-15,24300.0
2014-11-16,24342.0
2014-11-17,24391.0
2014-11-18,24438.0
2014-11-19,24484.0
2014-11-20,24529.0
2014-11-21,24575.0
2014-11-22,24616.0
2014-11-23,24659.0
2014-11-24,24705.0
2014-11-25,24750.0
2014-11-26,24798.0
2014-11-27,24843.0
2014-11-28,24888.0
2014-11-29,24931.0
2014-11-30,24979.0
2014-12-01,25034.0
2014-12-02,25087.0
2014-12-03,25140.0
2014-12-04,25192.0
2014-12-05,25241.0
2014-12-06,25285.0
2014-12-07,25327.0
2014-12-08,25377.0
2014-12-09,25425.0
2014-12-10,25473.0
