Date,Value_df_api_siz,Value_df_bitcoin,Value_df_block_s,Value_df_diffcul,Value_df_hash_ra,Value_df_miners_,Value_df_mywalle,Value_df_trade_v,Value_df_trans_v,Value_df_wallet_
2011-09-13,389.0,6.25,0.0197273142198,1777774.4819999998,12.0188162424,42525.0,2.0,6.25,0.0,0.0
2011-09-14,391.0,5.9900000009,0.017507603293999998,1755425.32033,13.2639252302,45541.9700068,2.0,5.9900000009,0.0,0.0
2011-09-15,393.0,5.69,0.016134487616,1755425.32033,12.914874566300002,42123.07,2.0,5.69,0.0,0.0
2011-09-16,395.0,5.23,0.0209012334309,1755425.32033,10.9950959145,32985.61,2.0,5.23,0.0,0.0
2011-09-17,397.0,5.022,0.0192130019025,1755425.32033,10.7333079166,30910.41,2.0,5.022,0.0,0.0
2011-09-18,399.0,5.0,0.013485925640200002,1755425.32033,14.57286522,41770.0,2.0,5.0,0.0,0.0
2011-09-19,401.0,5.6,0.021929248434599997,1755425.32033,10.6460452506,34193.6,2.0,5.6,0.0,0.0
2011-09-20,404.0,6.795,0.0261218119011,1755425.32033,12.129510572400001,47266.02,2.0,6.795,0.0,0.0
2011-09-21,407.0,6.28664,0.0251949928902,1755425.32033,12.914874566300002,46552.5692,2.0,6.28664,0.0,0.0
2011-09-22,409.0,5.83001,0.0185518709819,1755425.32033,13.0893998982,43748.395039999996,2.0,5.83001,0.0,0.0
2011-09-23,411.0,5.70653,0.018423500345700002,1755425.32033,11.6931972424,38250.87059,2.0,5.70653,0.0,0.0
2011-09-24,413.0,5.66,0.0211437133051,1755425.32033,10.8205705825,35131.62,2.0,5.66,0.0,0.0
2011-09-25,415.0,5.5,0.017233633659299998,1755425.32033,12.3912985703,39066.5,2.0,5.5,0.0,0.0
2011-09-26,417.0,5.46014,0.018357228188599996,1755425.32033,11.9549852404,37418.33942,2.0,5.46014,0.0,0.0
2011-09-27,419.0,5.13018,0.0185160707025,1755425.32033,11.8677225744,34905.74472,2.0,5.13018,0.0,0.0
2011-09-28,421.0,4.989,0.016959928928499998,1755425.32033,11.605934576400001,33196.806000000004,2.0,4.989,0.0,0.0
2011-09-29,423.0,4.809,0.0165802329334,1689334.4046,11.2529540121,32234.727000000003,2.0,4.809,0.0,0.0
2011-09-30,425.0,5.35,0.018230577794500002,1689334.4046,10.3292040559,32918.55,2.0,5.35,0.0,0.0
2011-10-01,427.0,5.3,0.0169833197313,1689334.4046,11.4209085496,36055.9,2.0,5.3,0.0,0.0
2011-10-02,428.0,5.16,0.015027031643700001,1689334.4046,11.0010222059,33813.48,2.0,5.16,0.0,0.0
2011-10-03,430.0,5.07546,0.0185876919673,1689334.4046,10.9170449371,33036.16914,2.0,5.07546,0.0,0.0
2011-10-04,432.0,5.03,0.017509056971599997,1689334.4046,10.9170449371,32710.09,2.0,5.03,0.0,0.0
2011-10-05,434.0,5.025,0.018121642788,1689334.4046,11.5048858184,34436.325,2.0,5.025,0.0,0.0
2011-10-06,436.0,4.93,0.0191324563851,1689334.4046,11.1689767434,32814.08,2.0,4.93,0.0,0.0
2011-10-07,438.0,4.85,0.0177296176553,1689334.4046,10.7490903996,31064.25,2.0,4.85,0.0,0.0
2011-10-08,440.0,4.593999999999999,0.0174773164498,1689334.4046,10.8330676684,29645.082000000002,2.0,4.593999999999999,0.0,0.0
2011-10-09,442.0,4.388999999999999,0.018624173916499998,1689334.4046,10.3292040559,27005.517000000003,2.0,4.388999999999999,0.0,0.0
2011-10-10,444.0,4.25937,0.0184744010537,1689334.4046,9.90931771216,25143.06111,2.0,4.25937,0.0,0.0
2011-10-11,446.0,4.14001,0.023154798543700002,1689334.4046,8.9015904872,21958.61304,2.0,4.14001,0.0,0.0
2011-10-12,448.0,4.206119999999999,0.0226945476372,1689334.4046,9.993294980910001,25043.23848,2.0,4.206119999999999,0.0,0.0
2011-10-13,449.0,4.45,0.021570111368999997,1689334.4046,7.64193145599,20265.3,2.0,4.45,0.0,0.0
2011-10-14,451.0,4.11455,0.0182192881305,1689334.4046,11.1689767434,27374.10115,2.0,4.11455,0.0,0.0
2011-10-15,453.0,4.05,0.0165160835212,1468195.4272200002,10.2907990684,28564.65,2.0,4.05,0.0,0.0
2011-10-16,454.0,3.9009000001999996,0.0160635661304,1468195.4272200002,8.9770800384,23998.3368012,2.0,3.9009000001999996,0.0,0.0
2011-10-17,456.0,3.75996,0.0224191193032,1468195.4272200002,8.24723613284,21258.81384,2.0,3.75996,0.0,0.0
2011-10-18,458.0,2.9,0.018252973481400002,1468195.4272200002,9.26901760063,18423.7,2.0,2.9,0.0,0.0
2011-10-19,459.0,2.6499900000000003,0.0151152105042,1468195.4272200002,9.63393955341,17497.88397,2.0,2.6499900000000003,0.0,0.0
2011-10-20,460.0,2.42,0.0170411322881,1468195.4272200002,7.51739222728,12475.1,2.0,2.42,0.0,0.0
2011-10-21,461.0,2.72002,0.014434517293700001,1468195.4272200002,10.0718458967,18773.57804,2.0,2.72002,0.0,0.0
2011-10-22,462.0,3.3,0.0196935065249,1468195.4272200002,6.86053271228,15516.6,2.0,3.3,0.0,0.0
2011-10-23,464.0,3.36,0.0209809257871,1468195.4272200002,7.66336100839,17650.08,2.0,3.36,0.0,0.0
2011-10-24,466.0,3.2,0.0183330008654,1468195.4272200002,8.9770800384,19689.6,2.0,3.2,0.0,0.0
2011-10-25,468.0,3.04,0.0165644645691,1468195.4272200002,9.4879707723,19769.12,2.0,3.04,0.0,0.0
2011-10-26,470.0,2.8760000000000003,0.0193418362819,1468195.4272200002,7.955298570619999,15682.828000000001,2.0,2.8760000000000003,0.0,0.0
2011-10-27,471.0,3.0499,0.0163367893385,1468195.4272200002,8.39320491396,17543.0248,2.0,3.0499,0.0,0.0
2011-10-28,473.0,3.255,0.0208611768835,1468195.4272200002,7.44440783673,16610.265,2.0,3.255,0.0,0.0
2011-10-29,475.0,3.8271699999999997,0.0206972811402,1468195.4272200002,8.685142476180001,22783.14301,2.0,3.8271699999999997,0.0,0.0
2011-10-30,476.0,3.65026,0.0194365216285,1468195.4272200002,7.0794858839499994,17714.71178,2.0,3.65026,0.0,0.0
2011-10-31,477.0,3.388,0.014152443322,1468195.4272200002,9.99886150619,23214.576,2.0,3.388,0.0,0.0
2011-11-01,479.0,3.35,0.015093796873700003,1203461.9263799998,8.73436486,24471.75,2.0,3.35,0.0,0.0
2011-11-02,481.0,3.44,0.014441667013600001,1203461.9263799998,9.033486944249999,25982.32,2.0,3.44,0.0,0.0
2011-11-03,483.0,3.299,0.0166805222279,1203461.9263799998,7.59770093987,20955.248,2.0,3.299,0.0,0.0
2011-11-04,485.0,3.21874,0.0178765717086,1203461.9263799998,8.55489160946,23023.64722,2.0,3.21874,0.0,0.0
2011-11-05,487.0,3.21,0.0180711809794,1203461.9263799998,8.9736625274,24084.63,2.0,3.21,0.0,0.0
2011-11-06,488.0,3.05,0.0129022984891,1203461.9263799998,8.8540136937,22576.1,2.0,3.05,0.0,0.0
2011-11-07,490.0,3.0289,0.0165620323356,1203461.9263799998,7.836998607260001,19848.3817,2.0,3.0289,0.0,0.0
2011-11-08,492.0,3.21,0.017458209284999998,1203461.9263799998,8.07629627466,21677.13,2.0,3.21,0.0,0.0
2011-11-09,494.0,3.114,0.0165072728896,1203461.9263799998,10.1103264475,26322.642000000003,2.0,3.114,0.0,0.0
2011-11-10,496.0,3.0,0.0177213668823,1203461.9263799998,8.67454044315,21759.0,2.0,3.0,0.0,0.0
2011-11-11,498.0,3.0,0.018130474403299998,1203461.9263799998,7.298578855619999,18306.0,2.0,3.0,0.0,0.0
2011-11-12,500.0,3.11,0.016855077390299997,1203461.9263799998,8.07629627466,20998.72,2.0,3.11,0.0,0.0
2011-11-13,501.0,3.0989999999999998,0.0130159935984,1203461.9263799998,8.79418927685,22783.847999999998,2.0,3.0989999999999998,0.0,0.0
2011-11-14,503.0,3.03,0.017372103298400002,1203461.9263799998,8.13612069151,20610.06,2.0,3.03,0.0,0.0
2011-11-15,505.0,2.69,0.016039065542899997,1192497.75009,10.2553335513,23276.57,2.0,2.69,0.0,0.0
2011-11-16,507.0,2.6,0.017596818450700002,1192497.75009,7.8841581637300004,17297.8,2.0,2.6,0.0,0.0
2011-11-17,509.0,2.60031,0.016619478423,1192497.75009,8.59551078,18857.448119999997,2.0,2.60031,0.0,0.0
2011-11-18,510.0,2.38998,0.015180886246799998,1192497.75009,7.76559939435,15661.53894,2.0,2.38998,0.0,0.0
2011-11-19,512.0,2.3,0.015967272972899998,1192497.75009,7.64704062497,14841.9,2.0,2.3,0.0,0.0
2011-11-20,514.0,2.499,0.017051517963399997,1192497.75009,7.58776124028,16003.596000000001,2.0,2.499,0.0,0.0
2011-11-21,515.0,2.29,0.014466031392399999,1192497.75009,8.002716933110001,15462.08,2.0,2.29,0.0,0.0
2011-11-22,517.0,2.35,0.0164065184417,1192497.75009,8.002716933110001,15869.55,2.0,2.35,0.0,0.0
2011-11-23,519.0,2.38,0.0165992547538,1192497.75009,7.76559939435,15596.14,2.0,2.38,0.0,0.0
2011-11-24,521.0,2.46,0.0185917956488,1192497.75009,6.639291085240001,13783.38,2.0,2.46,0.0,0.0
2011-11-25,523.0,2.56,0.0163959723253,1192497.75009,7.706320009660001,16647.68,2.0,2.56,0.0,0.0
2011-11-26,525.0,2.53125,0.0168821079524,1192497.75009,7.528481855589999,16081.03125,2.0,2.53125,0.0,0.0
2011-11-27,526.0,2.4965,0.0165078932779,1192497.75009,6.75784985462,14235.043,2.0,2.4965,0.0,0.0
2011-11-28,528.0,2.53899,0.0193929210786,1192497.75009,7.350643701519999,15749.354969999999,2.0,2.53899,0.0,0.0
2011-11-29,530.0,2.9810000000000003,0.0207359670735,1192497.75009,8.239834471860002,20729.874,2.0,2.9810000000000003,0.0,0.0
2011-11-30,532.0,2.9589999999999996,0.0181795211687,1090715.68005,7.916086499510001,21609.577,8.0,2.9589999999999996,0.0,0.0
2011-12-01,535.0,3.14,0.017739584639299998,1090715.68005,10.0306575508,29057.56,13.0,3.14,0.0,0.0
2011-12-02,537.0,3.138,0.0166080863612,1090715.68005,8.5125039755,24645.852000000003,22.0,3.138,0.0,0.0
2011-12-03,539.0,3.1299900000000003,0.0161172485352,1090715.68005,8.13296558169,23487.44496,23.0,3.1299900000000003,0.0,0.0
2011-12-04,541.0,2.99,0.014933690537499999,1090715.68005,7.4281085646100005,20490.47,28.0,2.99,0.0,0.0
2011-12-05,543.0,2.93,0.0162573218346,1090715.68005,8.67516328714,23448.79,28.0,2.93,0.0,0.0
2011-12-06,545.0,3.05,0.017461080971,1090715.68005,8.62094351659,24256.65,38.0,3.05,0.0,0.0
2011-12-07,548.0,3.082,0.0205142092543,1090715.68005,7.97030627006,22661.946,58.0,3.082,0.0,0.0
2011-12-08,550.0,3.1,0.0167668144424,1090715.68005,8.34984466387,23879.3,60.0,3.1,0.0,0.0
2011-12-09,552.0,3.0389999999999997,0.0153707289538,1090715.68005,8.18718535224,22950.528,80.0,3.0389999999999997,0.0,0.0
2011-12-10,554.0,3.04,0.0146645527736,1090715.68005,8.5125039755,23873.12,95.0,3.04,0.0,0.0
2011-12-11,556.0,3.38,0.0161564925621,1090715.68005,7.86186672897,24809.2,112.0,3.38,0.0,0.0
2011-12-12,558.0,3.34237,0.0182756950606,1090715.68005,7.26544925298,23413.30185,118.0,3.34237,0.0,0.0
2011-12-13,560.0,3.3,0.0186287709909,1155038.33396,7.406827444789999,21298.2,127.0,3.3,0.0,0.0
2011-12-14,562.0,3.2769999999999997,0.0149639778667,1155038.33396,8.26808645,23604.231,153.0,3.2769999999999997,0.0,0.0
2011-12-15,564.0,3.1933,0.0167620666628,1155038.33396,7.062323842710001,19664.3414,185.0,3.1933,0.0,0.0
2011-12-16,566.0,3.23,0.018052239571799997,1155038.33396,7.11974110972,20032.46,205.0,3.23,0.0,0.0
2011-12-17,567.0,3.23,0.0134329011995,1155038.33396,8.38292098403,23585.46,213.0,3.23,0.0,0.0
2011-12-18,568.0,3.25,0.0130028951736,1155038.33396,8.44033825104,23897.25,222.0,3.25,0.0,0.0
2011-12-19,570.0,3.70036,0.015467820578100002,1155038.33396,8.6700073191,27948.81908,229.0,3.70036,0.0,0.0
2011-12-20,573.0,4.5,0.0242767475269,1155038.33396,7.751331046880001,30397.5,242.0,4.5,0.0,0.0
2011-12-21,575.0,4.11,0.0158053613478,1155038.33396,8.89967638715,31864.83,265.0,4.11,0.0,0.0
2011-12-22,577.0,3.99199,0.0173516411712,1155038.33396,7.92358284792,27560.69896,291.0,3.99199,0.0,0.0
2011-12-23,579.0,3.95,0.0156360990123,1155038.33396,8.72742458611,30031.85,318.0,3.95,0.0,0.0
2011-12-24,580.0,3.9499,0.0143955620852,1155038.33396,7.579079245830001,26077.2398,329.0,3.9499,0.0,0.0
2011-12-25,582.0,4.3897,0.011969632115899999,1155038.33396,9.99060446042,38199.1694,337.0,4.3897,0.0,0.0
2011-12-26,584.0,4.31259,0.013008611146799999,1155038.33396,9.87576992639,37101.21177,352.0,4.31259,0.0,0.0
2011-12-27,586.0,4.06,0.014442125956200001,1159929.49722,9.16800488128,32285.12,369.0,4.06,0.0,0.0
2011-12-28,588.0,4.18888,0.0144290161133,1159929.49722,8.649061208760001,31429.166639999996,382.0,4.18888,0.0,0.0
2011-12-29,590.0,4.33,0.0148921830314,1159929.49722,8.072457128169999,30327.32,400.0,4.33,0.0,0.0
2011-12-30,592.0,4.3,0.0162334516644,1159929.49722,7.380532231469999,27532.9,406.0,4.3,0.0,0.0
2011-12-31,594.0,4.995,0.0147157692761,1159929.49722,9.2833256974,40224.735,406.0,4.995,0.0,0.0
2012-01-01,596.0,5.2,0.014706406817299999,1159929.49722,8.5914008007,38755.6,412.0,5.2,0.0,0.0
2012-01-02,598.0,5.4999,0.0189231822365,1159929.49722,8.76438202487,41826.7395,420.0,5.4999,0.0,0.0
2012-01-03,600.0,5.29,0.0174189143711,1159929.49722,9.34098610546,42875.45,431.0,5.29,0.0,0.0
2012-01-04,602.0,5.6063,0.0165961067398,1159929.49722,8.87970284099,43246.9982,451.0,5.6063,0.0,0.0
2012-01-05,605.0,6.399,0.023733573706,1159929.49722,8.47607998458,47064.645,483.0,6.399,0.0,0.0
2012-01-06,608.0,7.22,0.0204255328459,1159929.49722,9.80226936993,61413.32,497.0,7.22,0.0,0.0
2012-01-07,611.0,7.015560000000001,0.0167788141999,1159929.49722,10.4365338586,63518.88024,517.0,7.015560000000001,0.0,0.0
2012-01-08,614.0,7.2,0.0192177695517,1159929.49722,9.2833256974,57981.6,556.0,7.2,0.0,0.0
2012-01-09,617.0,7.2,0.0197280563923,1250757.73927,10.0102562182,58003.2,603.0,7.2,0.0,0.0
2012-01-10,620.0,6.89,0.0234697093702,1250757.73927,9.07762365126,50324.56,635.0,6.89,0.0,0.0
2012-01-11,624.0,7.138,0.0273737530959,1250757.73927,9.450676678019999,54284.49,672.0,7.138,0.0,0.0
2012-01-12,627.0,6.997000000000001,0.0214310266885,1250757.73927,10.321133740499999,58361.977,710.0,6.997000000000001,0.0,0.0
2012-01-13,629.0,6.8583899897,0.023906007889799998,1250757.73927,7.709762553130001,42583.743446,740.0,6.8583899897,0.0,0.0
2012-01-14,631.0,6.75,0.0169404745102,1250757.73927,9.94808071371,54074.25,758.0,6.75,0.0,0.0
2012-01-15,633.0,6.98999,0.0195932452743,1250757.73927,9.20197466018,51767.865939999996,785.0,6.98999,0.0,0.0
2012-01-16,636.0,7.18888,0.0202712228027,1250757.73927,9.823729704789999,57007.8184,836.0,7.18888,0.0,0.0
2012-01-17,638.0,6.98,0.0177726987042,1250757.73927,9.823729704789999,55302.54,884.0,6.98,0.0,0.0
2012-01-18,641.0,6.95,0.023212325405099998,1250757.73927,8.82892163342,49421.45,926.0,6.95,0.0,0.0
2012-01-19,643.0,6.3,0.0211619068595,1250757.73927,8.45586860665,42884.1,962.0,6.3,0.0,0.0
2012-01-20,645.0,6.58,0.0213253947272,1250757.73927,8.58021961558,45684.94,991.0,6.58,0.0,0.0
2012-01-21,647.0,6.55,0.016049358431899998,1250757.73927,11.1294152985,58655.25,1029.0,6.55,0.0,0.0
2012-01-22,649.0,6.39,0.0172037051274,1307728.3606,8.450978823029999,41554.17,1071.0,6.39,0.0,0.0
2012-01-23,651.0,6.45485,0.0144779305709,1307728.3606,11.116287528800001,55214.7869,1111.0,6.45485,0.0,0.0
2012-01-24,653.0,6.515,0.0217459148831,1307728.3606,8.77601647007,44028.37,1163.0,6.515,0.0,0.0
2012-01-25,656.0,6.45,0.0234121076522,1307728.3606,10.076167058200001,50032.65,1169.0,6.45,0.0,0.0
2012-01-26,658.0,6.2,0.0218075898977,1307728.3606,8.450978823029999,40343.4,1184.0,6.2,0.0,0.0
2012-01-27,660.0,5.689,0.0215426794917,1307728.3606,9.0360465877,39658.019,1217.0,5.689,0.0,0.0
2012-01-28,662.0,5.74815,0.0167162310693,1307728.3606,10.076167058200001,44582.6514,1242.0,5.74815,0.0,0.0
2012-01-29,665.0,5.76,0.0186440637507,1307728.3606,10.5962272935,48216.96,1268.0,5.76,0.0,0.0
2012-01-30,667.0,5.6,0.0153718281941,1307728.3606,10.7912498817,46508.0,1294.0,5.6,0.0,0.0
2012-01-31,669.0,5.65,0.0171686788149,1307728.3606,10.2711896465,44787.55,1329.0,5.65,0.0,0.0
2012-02-01,672.0,5.638,0.0235508459586,1307728.3606,8.77601647007,38095.966,1364.0,5.638,0.0,0.0
2012-02-02,675.0,6.2,0.018944049905400002,1307728.3606,10.5962272935,50592.0,1392.0,6.2,0.0,0.0
2012-02-03,678.0,6.148,0.019899499416400002,1307728.3606,10.4012047053,49227.03599999999,1425.0,6.148,0.0,0.0
2012-02-04,681.0,6.0,0.0203962209748,1379647.43921,11.2475539763,49248.0,1463.0,6.0,0.0,0.0
2012-02-05,683.0,5.9625,0.0206483181785,1379647.43921,9.327239882819999,40568.85,1514.0,5.9625,0.0,0.0
2012-02-06,685.0,5.79,0.018754056982099997,1379647.43921,10.150231637200001,42869.16,1551.0,5.79,0.0,0.0
2012-02-07,687.0,5.70999,0.019058594336900003,1379647.43921,9.8073184062,40854.97845,1587.0,5.70999,0.0,0.0
2012-02-08,689.0,5.8494,0.0209560683279,1379647.43921,9.05290929803,38629.4376,1626.0,5.8494,0.0,0.0
2012-02-09,692.0,5.8,0.0227453576194,1379647.43921,9.875901052389999,41789.0,1666.0,5.8,0.0,0.0
2012-02-10,695.0,5.92525,0.023837589082299996,1379647.43921,10.081648991,43592.06425,1713.0,5.92525,0.0,0.0
2012-02-11,698.0,6.0,0.024258281873599997,1379647.43921,9.46440517521,41424.0,1745.0,6.0,0.0,0.0
2012-02-12,701.0,5.85,0.019326162338299997,1379647.43921,10.973223391500001,46817.55,1772.0,5.85,0.0,0.0
2012-02-13,704.0,5.72,0.022525132107899998,1379647.43921,10.081648991,42064.88,1815.0,5.72,587.0924381,16.0
2012-02-14,708.0,5.6,0.031237917787900003,1379647.43921,9.327239882819999,38113.6,1845.0,5.6,1210.67476394,43.0
2012-02-15,711.0,4.88,0.0274248929091,1379647.43921,9.73873576,34721.2,1861.0,4.88,0.0,0.0
2012-02-16,715.0,4.7336800000000006,0.0324234555858,1379647.43921,8.84716135944,30574.83912,1894.0,4.7336800000000006,0.0,0.0
2012-02-17,718.0,4.76998,0.021133093766799997,1379647.43921,9.73873576,33881.16794,1943.0,4.76998,0.0,0.0
2012-02-18,720.0,4.49675,0.0155563136509,1379647.43921,12.0019630845,39360.05275,1967.0,4.49675,0.0,0.0
2012-02-19,722.0,4.33333,0.0152522226807,1376302.26789,10.7413680221,34025.307160000004,2003.0,4.33333,0.0,0.0
2012-02-20,724.0,4.52,0.017234501773400003,1376302.26789,9.98878809696,33009.56,2043.0,4.52,0.0,0.0
2012-02-21,726.0,4.4354,0.0200983211398,1376302.26789,8.75729367405,28399.8662,2078.0,4.4354,0.0,0.0
2012-02-22,729.0,4.54,0.01980195987,1376302.26789,10.7413680221,35652.62,2108.0,4.54,0.0,0.0
2012-02-23,732.0,4.92481,0.020301001412500002,1376302.26789,11.4939479472,41388.10324,2139.0,4.92481,0.0,0.0
2012-02-24,735.0,5.197780000000001,0.0230002896539,1376302.26789,9.92037174013,37704.69612,2159.0,5.197780000000001,650.1435,4.0
2012-02-25,738.0,5.07,0.0181011782435,1376302.26789,11.4255315904,42354.78,2159.0,5.07,255.64054339999998,16.0
2012-02-26,740.0,5.00073,0.0162473728782,1376302.26789,10.3992862379,38015.54946,2170.0,5.00073,329.64851656,11.0
2012-02-27,742.0,5.1,0.018256308157200002,1376302.26789,10.809784378900002,40310.4,2213.0,5.1,1087.36162987,33.0
2012-02-28,744.0,5.0,0.019462896982799998,1376302.26789,10.2624535243,37525.0,2253.0,5.0,261.98747992,23.0
2012-02-29,746.0,4.9,0.015447995996,1376302.26789,12.7254423701,45584.7,2282.0,4.9,662.0576009,26.0
2012-03-01,749.0,4.98421,0.0205126053248,1376302.26789,10.6729516652,38906.74326,2314.0,4.98421,255.84679061,29.0
2012-03-02,752.0,4.98888,0.0265932656769,1496978.59503,9.89722287527,33196.00752,2356.0,4.98888,847.63153459,52.0
2012-03-03,754.0,4.77995,0.021378757573000003,1496978.59503,8.85540994103,28455.04235,2409.0,4.77995,1526.35133801,31.0
2012-03-04,756.0,4.9,0.0193751188425,1496978.59503,9.67397724651,31864.7,2435.0,4.9,58.64699049,21.0
2012-03-05,759.0,5.04,0.023541392702,1496978.59503,9.822807665680001,33284.16,2480.0,5.04,356.72453949,28.0
2012-03-06,762.0,5.05,0.0222007583927,1496978.59503,11.013451019100001,37390.2,2537.0,5.05,1692.47527628,48.0
2012-03-07,764.0,5.07,0.019977454371099997,1496978.59503,11.0878662287,37791.78,2567.0,5.07,1951.59776588,45.0
2012-03-08,766.0,5.0,0.018805387692599998,1496978.59503,11.608772695799999,39020.0,2614.0,5.0,1114.47105296,59.0
2012-03-09,768.0,4.9499,0.0168271983962,1496978.59503,12.352924791700001,41099.0197,2665.0,4.9499,894.22361632,46.0
2012-03-10,771.0,4.94,0.0194435119629,1496978.59503,12.873831258800001,42755.7,2692.0,4.94,1147.65074009,30.0
2012-03-11,773.0,4.99,0.018451124205599998,1496978.59503,9.89722287527,33198.47,2728.0,4.99,1085.73701239,41.0
2012-03-12,775.0,4.95915,0.015332797575299999,1496978.59503,12.576170420499999,41919.69495,2758.0,4.95915,1738.01637808,53.0
2012-03-13,778.0,5.41,0.020374323192400002,1496978.59503,11.3111118575,41170.1,2794.0,5.41,1054.85725691,42.0
2012-03-14,781.0,5.4444,0.028105065442499997,1496978.59503,10.269298923200001,37593.582,2825.0,5.4444,2975.81349336,102.0
2012-03-15,784.0,5.45,0.024743900742599998,1496978.59503,9.599562036919998,35174.3,2861.0,5.45,2643.05893423,57.0
2012-03-16,786.0,5.4,0.0195086219094,1498294.3628200002,10.6507281967,38647.8,2893.0,5.4,1619.95513181,37.0
2012-03-17,789.0,5.3998,0.0185956123263,1498294.3628200002,12.8106660827,46459.8792,2935.0,5.3998,643.74020461,44.0
2012-03-18,791.0,5.379980000000001,0.0154078434675,1498294.3628200002,11.6189762146,41979.98394,2968.0,5.379980000000001,952.5844023,44.0
2012-03-19,793.0,5.3099,0.0182763232461,1498294.3628200002,11.7679374481,41969.4496,2997.0,5.3099,1663.17139541,35.0
2012-03-20,795.0,4.98,0.0191058403737,1498294.3628200002,11.0231312805,36871.92,3041.0,4.98,1659.83681583,58.0
2012-03-21,797.0,4.87,0.0184173054165,1498294.3628200002,12.0658599151,39466.48,3076.0,4.87,846.22804289,56.0
2012-03-22,799.0,4.88,0.018535889112,1498294.3628200002,11.6189762146,38078.64,3117.0,4.88,1318.29346689,61.0
2012-03-23,801.0,4.83,0.019887227278499998,1498294.3628200002,9.68248017882,31409.49,3148.0,4.83,919.40819872,47.0
2012-03-24,803.0,4.74896,0.0157448191975,1498294.3628200002,12.8106660827,40860.05184,3186.0,4.74896,2524.92930653,40.0
2012-03-25,805.0,4.68294,0.0160164005028,1498294.3628200002,12.4382629989,39163.42722,3219.0,4.68294,1850.44378789,46.0
2012-03-26,807.0,4.73793,0.019582949186599998,1498294.3628200002,11.3210537475,36041.43351,3257.0,4.73793,1791.17787205,50.0
2012-03-27,809.0,4.74,0.018513814823,1498294.3628200002,11.0231312805,35090.22,3329.0,4.74,932.47237882,28.0
2012-03-28,812.0,4.84592,0.020304110065200002,1498294.3628200002,11.8424180649,38544.447680000005,3415.0,4.84592,3119.7339456,52.0
2012-03-29,815.0,4.86092,0.022926625588000002,1626553.4813299999,11.239041285199999,33802.837680000004,3493.0,4.86092,1443.89726012,55.0
2012-03-30,818.0,4.83,0.0206554285685,1626553.4813299999,12.128461818599998,36244.32,3558.0,4.83,2867.53008419,88.0
2012-03-31,820.0,4.95,0.0167885294721,1626553.4813299999,13.1795951762,40362.3,3590.0,4.95,2433.76173767,59.0
2012-04-01,822.0,4.928999999999999,0.016537825266499998,1626553.4813299999,12.128461818599998,36987.216,3636.0,4.928999999999999,4479.00661444,46.0
2012-04-02,824.0,5.08,0.0216525595958,1626553.4813299999,10.2687643397,32278.32,3708.0,5.08,1817.35543242,69.0
2012-04-03,827.0,5.01,0.026564411819000003,1626553.4813299999,10.3496207519,32084.04,3772.0,5.01,2982.88357265,77.0
2012-04-04,830.0,4.97,0.0225462744422,1626553.4813299999,11.400754109500001,35053.41,3815.0,4.97,2112.49555395,83.0
2012-04-05,833.0,4.94486,0.0277958717667,1626553.4813299999,9.62191304274,29451.586160000003,3872.0,4.94486,2119.84704575,75.0
2012-04-06,836.0,4.96,0.0275687628645,1626553.4813299999,9.94533869124,30523.84,3967.0,4.96,13095.2055864,108.0
2012-04-07,838.0,4.98,0.0206948193637,1626553.4813299999,10.673046400399999,32882.94,4039.0,4.98,1771.20343318,77.0
2012-04-08,840.0,4.8,0.017352822708799998,1626553.4813299999,11.8050361701,35054.4,4113.0,4.8,3539.13715572,107.0
2012-04-09,842.0,4.8,0.0171992068259,1626553.4813299999,12.2093182307,36254.4,4168.0,4.8,1446.60632577,36.0
2012-04-10,845.0,4.9,0.0248239157083,1626553.4813299999,11.5624669337,35054.6,4234.0,4.9,2845.66615873,78.0
2012-04-11,848.0,4.8941,0.0225886298226,1626553.4813299999,11.5624669337,35022.1796,4294.0,4.8941,2149.43561318,66.0
2012-04-12,851.0,4.98,0.027615402055799997,1626553.4813299999,11.1581848731,34391.88,4348.0,4.98,3132.51374212,71.0
2012-04-13,854.0,4.94464,0.0263319545322,1577913.48568,9.88325160798,31171.010560000002,4408.0,4.94464,10869.9044875,77.0
2012-04-14,857.0,5.03,0.0257273150566,1577913.48568,10.4323211418,33474.65,4453.0,5.03,4085.01537647,66.0
2012-04-15,859.0,4.98389,0.0253232075618,1577913.48568,9.17730506455,29175.69206,4511.0,4.98389,3987.51407488,70.0
2012-04-16,862.0,4.98,0.026258762617799997,1577913.48568,10.4323211418,33136.92,4559.0,4.98,2076.67337867,50.0
2012-04-17,865.0,5.022069999999999,0.0280162784415,1577913.48568,11.1382676852,35691.85149,4611.0,5.022069999999999,2249.67744297,74.0
2012-04-18,868.0,5.1782,0.0324373714259,1577913.48568,9.56949758868,31612.911,4690.0,5.1782,4995.74712285,122.0
2012-04-19,871.0,5.19,0.0234108827053,1577913.48568,12.2364067527,40507.95,4741.0,5.19,5804.51732097,90.0
2012-04-20,874.0,5.17,0.0231121863088,1577913.48568,12.1579682479,40098.52,4795.0,5.17,4613.63261562,86.0
2012-04-21,877.0,5.48,0.026974139570400003,1577913.48568,11.530460209300001,40310.88,4857.0,5.48,3846.46352993,101.0
2012-04-22,879.0,5.3287,0.0196055597907,1577913.48568,11.687337219000002,39725.4585,4966.0,5.3287,6238.54650106,109.0
